5993,"PHILIP H KWAN","DESIGNER",24,+0037319.70,3
5994,"SYBIL Q YAMAMOTO","OPERATOR",23,+0038996.71,8
5995,"SYBIL D PIANKA","CLERK   ",46,+0042275.82,5
5996,"JOHN B JEFFERSON","ANALYST ",48,+0047889.16,9
5997,"MICHAEL C LEE","CLERK   ",50,+0088938.78,8
5998,"MASATOSHI M WALKER","FIELDREP",43,+0034688.46,7
5999,"DELORES Q MONTEVERDE","OPERATOR",42,+0045188.33,5
6000,"JOHN W PULASKI","SALESREP",42,+0078539.29,8
6001,"MICHAEL J PEREZ","DESIGNER",24,+0055636.17,4
6002,"ELIZABETH A QUINTANA","ANALYST ",38,+0087122.83,2
6003,"SALVATORE R MARINO","OPERATOR",33,+0035129.90,9
6004,"MARIA X LUTZ","SALESREP",43,+0025345.32,4
6005,"PHILIP H JEFFERSON","DESIGNER",55,+0048697.58,8
6006,"ROBERT Z NICHOLLS","SALESREP",28,+0030431.44,3
6007,"DANIEL Z ALONZO","SALESREP",42,+0038447.81,7
6008,"GREG T PULASKI","OPERATOR",43,+0044897.27,6
6009,"MICHELLE Y HAAS","SALESREP",39,+0051251.20,7
6010,"DIAN U STERN","PRES    ",49,+0034953.40,3
6011,"KIM L HEMMINGER","FIELDREP",37,+0082400.71,1
6012,"JAMES O ALONZO","OPERATOR",29,+0069151.46,1
6013,"SEAN M QUINTANA","FIELDREP",34,+0056594.58,1
6014,"MICHELLE R PEREZ","OPERATOR",46,+0038212.29,2
6015,"MICHAEL Q O'CONNELL","OPERATOR",44,+0107577.65,2
6016,"MICHAEL N HEMMINGER","FIELDREP",47,+0100188.26,2
6017,"GREG Q HAAS","OPERATOR",31,+0058707.30,6
6018,"JENNIFER D MONTEVERDE","CLERK   ",52,+0058626.30,7
6019,"RAMLAL C KWAN","CLERK   ",33,+0036890.38,8
6020,"JOHN U SPENSER","PRES    ",58,+0019426.91,9
6021,"JAMES A O'CONNELL","ANALYST ",60,+0044208.99,7
6022,"SYBIL T NICHOLLS","OPERATOR",24,+0024977.59,7
6023,"CHRISTINE F YOSHIMURA","CLERK   ",54,+0142701.70,8
6024,"DELORES V THOMPSON","PRES    ",52,+0067107.39,9
6025,"GREG F MARINO","CLERK   ",60,+0030490.71,4
6026,"JENNIFER F SMITH","CLERK   ",55,+0029898.37,8
6027,"THEODORE C WALKER","CLERK   ",60,+0118739.87,3
6028,"ROBERT U SCHNEIDER","PRES    ",25,+0056346.14,3
6029,"DIAN K ALONZO","DESIGNER",52,+0034740.53,5
6030,"HELENA I YOSHIMURA","DESIGNER",24,+0023479.43,9
6031,"MARILYN E WALKER","CLERK   ",36,+0048656.82,6
6032,"MAUDE Z KWAN","SALESREP",43,+0047373.82,1
6033,"WING C NICHOLLS","CLERK   ",47,+0048404.40,6
6034,"EILEEN T ADAMSON","OPERATOR",39,+0078310.41,8
6035,"CHRISTINE T NATZ","OPERATOR",57,+0157087.71,3
6036,"WING E ADAMSON","CLERK   ",40,+0052926.58,7
6037,"MAUDE G JOHNSON","DESIGNER",25,+0042905.90,4
6038,"ROBERT D SETRIGHT","CLERK   ",56,+0027640.38,1
6039,"KIM Y THOMPSON","SALESREP",55,+0084547.25,6
6040,"MICHAEL S JOHNSON","OPERATOR",22,+0117365.94,7
6041,"HEATHER L BROWN","FIELDREP",49,+0038467.58,3
6042,"ELIZABETH U MEHTA","PRES    ",53,+0067025.09,8
6043,"JENNIFER I PIANKA","DESIGNER",42,+0047839.06,1
6044,"MARILYN G NICHOLLS","DESIGNER",53,+0048625.48,5
6045,"KIM P MARINO","OPERATOR",22,+0101210.10,6
6046,"MICHELLE N SCHWARTZ","FIELDREP",24,+0026531.94,9
6047,"HELENA I WONG","DESIGNER",53,+0025314.47,4
6048,"CHRISTINE M THOMPSON","FIELDREP",31,+0185001.98,4
6049,"JAMES X GOUNOT","SALESREP",45,+0034495.63,8
6050,"DIAN X SMITH","SALESREP",30,+0028600.04,2
6051,"JOHN R LEE","OPERATOR",49,+0051780.48,7
6052,"MARIA U HEMMINGER","PRES    ",42,+0033700.40,2
6053,"WING B BROWN","ANALYST ",31,+0032321.98,9
6054,"DANIEL D HAAS","CLERK   ",30,+0025401.98,8
6055,"MICHELLE C SETRIGHT","CLERK   ",49,+0036005.72,3
6056,"SEAN J GOUNOT","DESIGNER",58,+0060610.70,6
6057,"SALVATORE B GOUNOT","ANALYST ",57,+0065038.87,6
6058,"PHILIP L SMITH","FIELDREP",31,+0020712.55,6
6059,"JAMES K O'CONNELL","DESIGNER",59,+0033328.22,7
6060,"KIYOSHI E LEE","CLERK   ",25,+0045717.37,9
6061,"ELIZABETH Z LUCCHESSI","SALESREP",58,+0031313.07,4
6062,"ROBERT Y HENDERSON","SALESREP",30,+0047445.16,4
6063,"GREG G SMITH","DESIGNER",54,+0025632.22,7
6064,"JASON Y HEMMINGER","SALESREP",39,+0050471.45,2
6065,"PHILIP X GEYER","SALESREP",39,+0030788.59,7
6066,"MARILYN O SCOUTTEN","OPERATOR",44,+0028830.27,4
6067,"BRUCE B JONES","ANALYST ",56,+0070693.85,9
6068,"MARIA O JOHN","OPERATOR",25,+0026675.47,2
6069,"SALLY V SCHNEIDER","PRES    ",31,+0070704.79,2
6070,"SYBIL W SMITH","SALESREP",46,+0031006.59,4
6071,"EILEEN V SPENSER","PRES    ",31,+0130513.70,8
6072,"MASATOSHI J O'CONNELL","DESIGNER",24,+0051371.70,7
6073,"ETHEL F WALKER","CLERK   ",58,+0043683.75,6
6074,"MICHAEL B JONES","ANALYST ",33,+0048079.95,6
6075,"DANIEL G SETRIGHT","DESIGNER",25,+0063028.05,7
6076,"WILLIAM I BROWN","DESIGNER",39,+0065218.71,8
6077,"MICHELLE Z SCHNEIDER","SALESREP",51,+0039562.09,2
6078,"SYBIL V PARKER","PRES    ",33,+0030431.23,4
6079,"MARILYN L HENDERSON","FIELDREP",27,+0070597.00,3
6080,"KIM E SCHNEIDER","CLERK   ",58,+0037139.57,4
6081,"BRUCE N O'CONNELL","FIELDREP",55,+0063743.15,3
6082,"JOHN D YAMAMOTO","CLERK   ",47,+0082021.12,7
6083,"JAMES O MARINO","OPERATOR",32,+0050042.00,1
6084,"DELORES O MONTEVERDE","OPERATOR",33,+0074882.21,4
6085,"DIAN G GEYER","DESIGNER",48,+0069173.84,4
6086,"KIM Q PARKER","OPERATOR",41,+0083290.23,5
6087,"CHRISTINE F PIANKA","CLERK   ",49,+0114568.32,8
6088,"HEATHER D BROWN","CLERK   ",31,+0095298.76,6
6089,"THEODORE G O'CONNELL","DESIGNER",39,+0116917.85,2
6090,"MICHELLE G SCHNEIDER","DESIGNER",28,+0022899.98,7
6091,"SALVATORE Y MARINO","SALESREP",34,+0029859.11,8
6092,"DANIEL C PARKER","CLERK   ",50,+0052973.52,9
6093,"SEAN W GEYER","SALESREP",48,+0070108.39,6
6094,"SYBIL F BROWN","CLERK   ",23,+0054734.69,7
6095,"VINCENZO Q SCHWARTZ","OPERATOR",35,+0038457.64,7
6096,"JOHN S LUCCHESSI","OPERATOR",33,+0021960.36,1
6097,"EILEEN Y O'CONNELL","SALESREP",28,+0102235.89,7
6098,"JASON U MARINO","PRES    ",49,+0056379.76,1
6099,"KIYOSHI Q STERN","OPERATOR",37,+0034795.57,9
6100,"DANIEL Y PARKER","SALESREP",31,+0055555.07,2
6101,"SYBIL H HEMMINGER","DESIGNER",51,+0044698.38,5
6102,"SALLY O WONG","OPERATOR",35,+0145417.01,7
6103,"MICHAEL E JOHNSON","CLERK   ",48,+0061823.24,2
6104,"JENNIFER E LUCCHESSI","CLERK   ",30,+0059712.32,4
6105,"DAVID J PARKER","DESIGNER",42,+0029826.84,2
6106,"ROBERT J JEFFERSON","DESIGNER",25,+0056265.47,4
6107,"ELIZABETH T ADAMSON","OPERATOR",40,+0078513.04,9
6108,"JOHN X LEE","SALESREP",51,+0048719.63,7
6109,"ELIZABETH T THOMPSON","OPERATOR",24,+0035080.33,3
6110,"REBA U ALONZO","PRES    ",58,+0071365.02,5
6111,"DANIEL Z ADAMSON","SALESREP",28,+0069528.45,2
6112,"CHRISTINE I ORLANDO","DESIGNER",26,+0120092.44,6
6113,"JAMES Y SETRIGHT","SALESREP",50,+0056460.05,8
6114,"HELENA G HENDERSON","DESIGNER",48,+0038851.73,8
6115,"ROBERT I ADAMSON","DESIGNER",39,+0042956.65,2
6116,"JASON Q SPRINGER","OPERATOR",56,+0043692.15,8
6117,"MICHAEL M NATZ","FIELDREP",56,+0100237.16,3
6118,"SYBIL X JEFFERSON","SALESREP",46,+0028755.63,7
6119,"MICHELLE Y PARKER","SALESREP",53,+0024350.57,1
6120,"MICHELLE S PULASKI","OPERATOR",28,+0036641.18,4
6121,"MARIA I LUTZ","DESIGNER",42,+0020878.01,4
6122,"JAMES V MONTEVERDE","PRES    ",41,+0039294.58,3
6123,"DAVID E ALONZO","CLERK   ",35,+0062916.28,5
6124,"DELORES Y SCOUTTEN","SALESREP",28,+0107236.01,7
6125,"JASON X YOSHIMURA","SALESREP",51,+0038985.31,7
6126,"IRVING H THOMPSON","DESIGNER",44,+0063978.08,5
6127,"JOHN L SCOUTTEN","FIELDREP",51,+0030118.32,4
6128,"CHRISTINE V JOHNSON","PRES    ",38,+0215582.75,2
6129,"DANIEL N LEE","FIELDREP",24,+0049534.96,9
6130,"SEAN K LUCCHESSI","DESIGNER",52,+0027214.73,3
6131,"MAUDE U LUCCHESSI","PRES    ",46,+0031602.45,5
6132,"HEATHER R GOUNOT","OPERATOR",46,+0089502.26,2
6133,"JENNIFER N NATZ","FIELDREP",54,+0071900.44,9
6134,"KIYOSHI W SCHWARTZ","SALESREP",35,+0081429.84,4
6135,"ROY G SPENSER","DESIGNER",45,+0018491.14,1
6136,"WILLIAM B YAMAMOTO","ANALYST ",49,+0043246.13,1
6137,"BRUCE F SETRIGHT","CLERK   ",25,+0029635.79,6
6138,"JASON S NATZ","OPERATOR",51,+0049290.06,5
6139,"WILLIAM E THOMPSON","CLERK   ",27,+0056586.78,7
6140,"DANIEL M STERN","FIELDREP",39,+0061114.40,6
6141,"HEATHER P QUINTANA","OPERATOR",27,+0040733.15,7
6142,"ROY Q SCHNEIDER","OPERATOR",23,+0019504.63,3
6143,"ROBERT X MARINO","SALESREP",56,+0045528.76,7
6144,"EILEEN B PARKER","ANALYST ",34,+0059572.66,5
6145,"MARIA T LEE","OPERATOR",59,+0050767.64,8
6146,"EILEEN W GOUNOT","SALESREP",31,+0023672.65,2
6147,"DELORES S THOMPSON","OPERATOR",28,+0056102.81,8
6148,"IRVING Y SMITH","SALESREP",56,+0103890.10,7
6149,"THEODORE I JOHN","DESIGNER",40,+0058305.77,3
6150,"CHRISTINE R SMITH","OPERATOR",24,+0149335.30,2
6151,"VINCENZO U WALKER","PRES    ",57,+0062103.12,3
6152,"JOHN G YOSHIMURA","DESIGNER",46,+0041354.95,3
6153,"ELIZABETH O HENDERSON","OPERATOR",27,+0051817.37,7
6154,"EILEEN W HEMMINGER","SALESREP",47,+0029984.79,1
6155,"DANIEL I JEFFERSON","DESIGNER",55,+0054878.16,1
6156,"DELORES I O'CONNELL","DESIGNER",49,+0044760.40,6
6157,"KIM W O'CONNELL","SALESREP",51,+0040927.34,7
6158,"DIAN V SCHWARTZ","PRES    ",59,+0047833.25,8
6159,"DAVID V SCOUTTEN","PRES    ",34,+0056211.34,5
6160,"MARILYN D SETRIGHT","CLERK   ",56,+0070607.97,3
6161,"WING H SPENSER","DESIGNER",51,+0046706.85,7
6162,"ETHEL C YOSHIMURA","CLERK   ",56,+0024699.71,8
6163,"ROY L MEHTA","FIELDREP",48,+0018339.55,1
6164,"SEAN M YAMAMOTO","FIELDREP",60,+0066861.83,3
6165,"EVA K GEYER","DESIGNER",53,+0098331.60,3
6166,"EILEEN Y JOHNSON","SALESREP",46,+0056325.85,5
6167,"SYBIL M PARKER","FIELDREP",59,+0042593.06,8
6168,"EVA O WALKER","OPERATOR",38,+0056555.30,5
6169,"KIYOSHI V SETRIGHT","PRES    ",45,+0038378.27,1
6170,"REBA G THOMPSON","DESIGNER",22,+0041320.63,2
6171,"MICHAEL N JOHN","FIELDREP",51,+0122436.98,6
6172,"CHRISTINE R JEFFERSON","OPERATOR",37,+0218048.79,9
6173,"EILEEN H ALONZO","DESIGNER",30,+0089077.56,2
6174,"JAMES J SMITH","DESIGNER",28,+0040413.73,2
6175,"VINCENZO K STERN","DESIGNER",54,+0050098.75,2
6176,"KIM J SMITH","DESIGNER",51,+0066182.62,3
6177,"JENNIFER J WALKER","DESIGNER",52,+0026483.63,1
6178,"HELENA R BROWN","OPERATOR",32,+0046672.27,8
6179,"EILEEN B GOUNOT","ANALYST ",51,+0058843.93,3
6180,"DAVID Z SPRINGER","SALESREP",39,+0074456.52,7
6181,"WILLIAM Q WONG","OPERATOR",43,+0079965.71,6
6182,"ELIZABETH P LEE","OPERATOR",51,+0050143.66,3
6183,"MICHAEL N SPRINGER","FIELDREP",31,+0064969.99,8
6184,"EILEEN G MEHTA","DESIGNER",44,+0062878.68,8
6185,"KIM M GOUNOT","FIELDREP",60,+0052702.00,2
6186,"EILEEN D NATZ","CLERK   ",34,+0026742.62,1
6187,"SALVATORE Y YAMAMOTO","SALESREP",44,+0043888.76,3
6188,"MICHAEL L NICHOLLS","FIELDREP",49,+0130358.50,4
6189,"EILEEN V JOHN","PRES    ",24,+0070997.18,3
6190,"GREG D BROWN","CLERK   ",44,+0036792.60,2
6191,"PHILIP F PIANKA","CLERK   ",56,+0038606.56,9
6192,"REBA K WONG","DESIGNER",55,+0048209.35,7
6193,"EILEEN Z ALONZO","SALESREP",23,+0071651.81,2
6194,"GREG B YOSHIMURA","ANALYST ",55,+0031010.57,8
6195,"ROBERT H JEFFERSON","DESIGNER",31,+0047611.11,5
6196,"ROY O ORLANDO","OPERATOR",32,+0045410.40,2
6197,"DELORES B SMITH","ANALYST ",39,+0058850.58,2
6198,"JOHN X GEYER","SALESREP",28,+0064915.39,1
6199,"JAMES L JEFFERSON","FIELDREP",41,+0040127.44,3
6200,"JOHN H BROWN","DESIGNER",53,+0042513.80,3
6201,"EILEEN H HAAS","DESIGNER",40,+0107319.54,4
6202,"ROBERT P MEHTA","OPERATOR",48,+0044962.94,2
6203,"SALVATORE Q SPENSER","OPERATOR",52,+0063717.46,1
6204,"BRUCE I O'CONNELL","DESIGNER",27,+0028588.12,9
6205,"VINCENZO R PARKER","OPERATOR",28,+0091575.25,2
6206,"DANIEL J SMITH","DESIGNER",22,+0056042.86,5
6207,"SALLY Z MONTEVERDE","SALESREP",28,+0073499.34,2
6208,"JOHN Q HAAS","OPERATOR",50,+0032526.66,8
6209,"MARILYN H ADAMSON","DESIGNER",33,+0054399.21,2
6210,"EILEEN Z WALKER","SALESREP",26,+0109751.81,5
6211,"JOHN E SETRIGHT","CLERK   ",38,+0038950.35,1
6212,"RAMLAL Q HEMMINGER","OPERATOR",28,+0028460.73,1
6213,"JENNIFER M WONG","FIELDREP",35,+0067527.44,9
6214,"ELIZABETH X SPRINGER","SALESREP",38,+0060689.33,2
6215,"WILLIAM M MARINO","FIELDREP",33,+0063266.47,2
6216,"JOHN Z NATZ","SALESREP",59,+0052120.96,7
6217,"JOHN J ADAMSON","DESIGNER",55,+0023610.51,2
6218,"CHRISTINE H WONG","DESIGNER",27,+0135662.53,7
6219,"REBA T NATZ","OPERATOR",52,+0100963.95,3
6220,"DAVID R PIANKA","OPERATOR",35,+0078185.21,5
6221,"JOHN V JEFFERSON","PRES    ",32,+0028368.95,4
6222,"ETHEL V SPENSER","PRES    ",32,+0050855.87,7
6223,"REBA I LEE","DESIGNER",54,+0063457.48,1
6224,"DANIEL U SMITH","PRES    ",43,+0038764.50,1
6225,"EILEEN E WONG","CLERK   ",39,+0041872.29,8
6226,"WING C KWAN","CLERK   ",56,+0045463.46,3
6227,"DANIEL Z HAAS","SALESREP",38,+0036589.69,7
6228,"HELENA B STERN","ANALYST ",45,+0042882.36,2
6229,"WILLIAM K THOMPSON","DESIGNER",49,+0084130.63,8
6230,"IRVING W SMITH","SALESREP",41,+0062456.65,6
6231,"ELIZABETH I GEYER","DESIGNER",48,+0054023.01,4
6232,"REBA O LUTZ","OPERATOR",28,+0066776.09,9
6233,"BRUCE C O'CONNELL","CLERK   ",33,+0027801.95,8
6234,"JAMES Z PARKER","SALESREP",58,+0036317.12,5
6235,"SEAN V SCHWARTZ","PRES    ",33,+0065847.28,6
6236,"DIAN G ADAMSON","DESIGNER",57,+0066505.91,4
6237,"MICHELLE K JEFFERSON","DESIGNER",40,+0052957.07,1
6238,"MASATOSHI I ORLANDO","DESIGNER",32,+0061333.92,1
6239,"HELENA A JOHN","ANALYST ",49,+0022514.41,1
6240,"HEATHER A QUINTANA","ANALYST ",58,+0077410.21,2
6241,"EILEEN M YAMAMOTO","FIELDREP",52,+0053061.97,8
6242,"DANIEL H JOHNSON","DESIGNER",56,+0041257.49,2
6243,"ROY R HEMMINGER","OPERATOR",46,+0023818.05,2
6244,"DIAN T ORLANDO","OPERATOR",39,+0043990.30,2
6245,"JOHN N JONES","FIELDREP",45,+0019643.69,7
6246,"VINCENZO I SCHWARTZ","DESIGNER",36,+0059448.56,4
6247,"MARILYN N SMITH","FIELDREP",50,+0060036.63,9
6248,"HEATHER J YAMAMOTO","DESIGNER",43,+0040935.69,6
6249,"WING H JOHN","DESIGNER",25,+0050272.26,9
6250,"MAUDE F ADAMSON","CLERK   ",31,+0025717.90,7
6251,"JOHN P YOSHIMURA","OPERATOR",30,+0033573.91,3
6252,"RAMLAL S O'CONNELL","OPERATOR",57,+0032240.29,6
6253,"MARIA T JONES","OPERATOR",53,+0048125.59,6
6254,"WILLIAM C PULASKI","CLERK   ",42,+0070804.57,9
6255,"DIAN L SPENSER","FIELDREP",51,+0055766.08,9
6256,"KIYOSHI O ADAMSON","OPERATOR",22,+0057369.52,5
6257,"THEODORE I SETRIGHT","DESIGNER",42,+0066245.87,8
6258,"CHRISTINE O HEMMINGER","OPERATOR",59,+0172699.75,2
6259,"MAUDE F LUCCHESSI","CLERK   ",22,+0031960.71,2
6260,"REBA U HENDERSON","PRES    ",51,+0048951.08,9
6261,"RAMLAL E HAAS","CLERK   ",56,+0053780.15,5
6262,"WING S THOMPSON","OPERATOR",55,+0058211.70,8
6263,"MICHAEL C O'CONNELL","CLERK   ",54,+0108866.27,9
6264,"MASATOSHI F ALONZO","CLERK   ",39,+0043927.99,9
6265,"SYBIL S PULASKI","OPERATOR",29,+0043808.66,1
6266,"ETHEL M WONG","FIELDREP",38,+0038278.39,7
6267,"MASATOSHI T PULASKI","OPERATOR",25,+0058634.06,4
6268,"PHILIP I WALKER","DESIGNER",36,+0040199.88,9
6269,"WILLIAM J SCHNEIDER","DESIGNER",37,+0093108.42,6
6270,"MARIA F THOMPSON","CLERK   ",50,+0050084.31,1
6271,"SYBIL K ALONZO","DESIGNER",55,+0046632.10,5
6272,"ETHEL D LUCCHESSI","CLERK   ",35,+0021941.72,4
6273,"THEODORE J SPRINGER","DESIGNER",38,+0062344.18,5
6274,"IRVING D JONES","CLERK   ",54,+0100443.75,8
6275,"ROY F THOMPSON","CLERK   ",55,+0034682.73,4
6276,"JOHN Z KWAN","SALESREP",58,+0034453.99,4
6277,"KIYOSHI A GOUNOT","ANALYST ",41,+0050557.46,1
6278,"EVA X JOHN","SALESREP",23,+0072797.40,2
6279,"THEODORE D SPRINGER","CLERK   ",59,+0103658.95,4
6280,"JOHN F SMITH","CLERK   ",34,+0088967.65,6
6281,"ROY A QUINTANA","ANALYST ",23,+0042204.73,6
6282,"EILEEN G LUTZ","DESIGNER",48,+0100370.61,9
6283,"ETHEL W MARINO","SALESREP",37,+0026564.93,1
6284,"REBA K SETRIGHT","DESIGNER",34,+0089277.41,5
6285,"WING I LUCCHESSI","DESIGNER",54,+0031545.21,2
6286,"JENNIFER R HAAS","OPERATOR",55,+0031168.44,9
6287,"EILEEN J MARINO","DESIGNER",42,+0046907.04,9
6288,"WING Q SPENSER","OPERATOR",57,+0049153.48,2
6289,"IRVING J WALKER","DESIGNER",54,+0103228.61,4
6290,"JASON Q JONES","OPERATOR",48,+0046243.59,6
6291,"EVA T WONG","OPERATOR",22,+0127951.26,1
6292,"DELORES Q LUTZ","OPERATOR",27,+0077409.25,9
6293,"ELIZABETH W GOUNOT","SALESREP",28,+0052600.08,6
6294,"SYBIL N YOSHIMURA","FIELDREP",33,+0056133.43,5
6295,"REBA R JEFFERSON","OPERATOR",31,+0076763.89,4
6296,"MARIA P PEREZ","OPERATOR",55,+0027187.68,8
6297,"WILLIAM U SMITH","PRES    ",31,+0047479.80,6
6298,"WING H HENDERSON","DESIGNER",25,+0032770.60,7
6299,"JAMES W THOMPSON","SALESREP",57,+0023381.34,7
6300,"MASATOSHI K SCHWARTZ","DESIGNER",53,+0058325.89,2
6301,"DAVID V GOUNOT","PRES    ",23,+0049922.27,3
6302,"VINCENZO H STERN","DESIGNER",42,+0089681.74,5
6303,"SEAN O THOMPSON","OPERATOR",36,+0067840.30,1
6304,"MAUDE L STERN","FIELDREP",58,+0052025.80,5
6305,"ROBERT S O'CONNELL","OPERATOR",44,+0036794.88,7
6306,"SALLY O SPRINGER","OPERATOR",50,+0070656.82,9
6307,"IRVING G SMITH","DESIGNER",28,+0078281.67,9
6308,"DELORES D JOHN","CLERK   ",60,+0057593.82,4
6309,"WING H ALONZO","DESIGNER",39,+0051330.11,9
6310,"EILEEN D THOMPSON","CLERK   ",42,+0088551.67,5
6311,"MASATOSHI L QUINTANA","FIELDREP",23,+0055107.87,4
6312,"JAMES Z JONES","SALESREP",22,+0053807.27,4
6313,"DELORES D PARKER","CLERK   ",23,+0083798.93,2
6314,"DIAN V HEMMINGER","PRES    ",58,+0033569.77,6
6315,"IRVING B ORLANDO","ANALYST ",25,+0055017.11,8
6316,"MARIA D YAMAMOTO","CLERK   ",26,+0021992.56,3
6317,"MAUDE E JOHN","CLERK   ",26,+0052379.68,1
6318,"ROBERT N GOUNOT","FIELDREP",29,+0046965.77,1
6319,"ROY O SCOUTTEN","OPERATOR",38,+0042699.33,8
6320,"MARILYN B BROWN","ANALYST ",26,+0028704.93,3
6321,"JOHN L NICHOLLS","FIELDREP",33,+0071597.66,4
6322,"ROBERT X JEFFERSON","SALESREP",35,+0034771.30,9
6323,"JASON W SCHNEIDER","SALESREP",31,+0041069.81,6
6324,"JASON H LEE","DESIGNER",56,+0052534.54,8
6325,"KIM Q LUTZ","OPERATOR",37,+0042065.34,5
6326,"ELIZABETH V SMITH","PRES    ",36,+0067644.41,5
6327,"MICHELLE O GEYER","OPERATOR",55,+0018177.88,5
6328,"DIAN U ADAMSON","PRES    ",58,+0069344.13,6
6329,"BRUCE K YOSHIMURA","DESIGNER",47,+0046440.63,6
6330,"ELIZABETH K ORLANDO","DESIGNER",48,+0049894.79,4
6331,"ROBERT N GEYER","FIELDREP",43,+0056415.28,5
6332,"MICHAEL V QUINTANA","PRES    ",41,+0078385.38,8
6333,"MICHAEL I NICHOLLS","DESIGNER",51,+0134247.35,7
6334,"EVA Y PEREZ","SALESREP",39,+0141965.72,9
6335,"EVA O GEYER","OPERATOR",34,+0082908.36,3
6336,"KIYOSHI T GEYER","OPERATOR",22,+0093721.55,2
6337,"VINCENZO W O'CONNELL","SALESREP",49,+0084362.47,3
6338,"MARIA D JEFFERSON","CLERK   ",42,+0022273.19,4
6339,"DANIEL S JEFFERSON","OPERATOR",60,+0040304.42,2
6340,"JASON C MONTEVERDE","CLERK   ",53,+0031547.75,1
6341,"DIAN G SMITH","DESIGNER",29,+0027288.78,6
6342,"KIM T ORLANDO","OPERATOR",22,+0072123.20,1
6343,"KIYOSHI Y JOHN","SALESREP",56,+0084361.14,7
6344,"THEODORE N GEYER","FIELDREP",53,+0125065.65,4
6345,"MARIA H LUTZ","DESIGNER",30,+0054296.08,7
6346,"SYBIL K YOSHIMURA","DESIGNER",46,+0041697.58,8
6347,"RAMLAL N WONG","FIELDREP",36,+0059579.96,5
6348,"ETHEL P YOSHIMURA","OPERATOR",32,+0049840.29,7
6349,"JAMES E PULASKI","CLERK   ",52,+0030559.16,1
6350,"DELORES T BROWN","OPERATOR",44,+0073107.42,8
6351,"HELENA W JOHN","SALESREP",57,+0042618.97,9
6352,"MICHELLE P PIANKA","OPERATOR",50,+0033431.03,7
6353,"ELIZABETH A SMITH","ANALYST ",35,+0062313.64,8
6354,"DIAN Y LUCCHESSI","SALESREP",51,+0058824.26,7
6355,"CHRISTINE B NICHOLLS","ANALYST ",45,+0166872.62,7
6356,"RAMLAL R LEE","OPERATOR",31,+0024733.59,2
6357,"REBA A GOUNOT","ANALYST ",60,+0064700.09,9
6358,"EILEEN V MONTEVERDE","PRES    ",32,+0070274.08,4
6359,"ROY J MONTEVERDE","DESIGNER",50,+0022407.13,1
6360,"IRVING W WALKER","SALESREP",23,+0085745.47,7
6361,"MICHELLE Y WALKER","SALESREP",40,+0019556.17,4
6362,"MARILYN B JONES","ANALYST ",23,+0052315.34,3
6363,"MICHAEL W PARKER","SALESREP",46,+0083605.99,3
6364,"ROY U MEHTA","PRES    ",42,+0027769.02,6
6365,"JASON N PEREZ","FIELDREP",32,+0028339.39,3
6366,"JAMES R THOMPSON","OPERATOR",39,+0055775.50,9
6367,"HEATHER S JOHNSON","OPERATOR",31,+0035682.09,3
6368,"MARIA M LUTZ","FIELDREP",41,+0022965.65,5
6369,"KIM U LEE","PRES    ",40,+0053482.94,9
6370,"BRUCE K BROWN","DESIGNER",38,+0032689.38,8
6371,"JASON J YOSHIMURA","DESIGNER",41,+0056177.73,7
6372,"SALVATORE Y SPRINGER","SALESREP",38,+0038655.17,6
6373,"THEODORE I KWAN","DESIGNER",43,+0086635.08,7
6374,"SALLY D GEYER","CLERK   ",25,+0096611.35,6
6375,"ELIZABETH Z ORLANDO","SALESREP",36,+0081085.34,4
6376,"WING V SCOUTTEN","PRES    ",43,+0051785.65,4
6377,"EILEEN F ALONZO","CLERK   ",35,+0069249.68,7
6378,"CHRISTINE F SPENSER","CLERK   ",51,+0113365.60,6
6379,"ETHEL N SMITH","FIELDREP",35,+0018432.55,2
6380,"VINCENZO R ORLANDO","OPERATOR",24,+0092514.90,4
6381,"BRUCE B PULASKI","ANALYST ",24,+0041824.82,5
6382,"EILEEN L ALONZO","FIELDREP",26,+0037667.48,6
6383,"DANIEL N WALKER","FIELDREP",23,+0044011.64,4
6384,"EILEEN P MARINO","OPERATOR",59,+0028121.64,8
6385,"HEATHER J LEE","DESIGNER",42,+0073933.56,8
6386,"CHRISTINE I JOHN","DESIGNER",53,+0162733.03,2
6387,"WILLIAM Y SCHWARTZ","SALESREP",43,+0034651.70,3
6388,"ETHEL T JEFFERSON","OPERATOR",34,+0053710.11,8
6389,"JENNIFER Z HAAS","SALESREP",57,+0027554.44,4
6390,"JAMES S THOMPSON","OPERATOR",40,+0030475.49,2
6391,"MAUDE Q KWAN","OPERATOR",53,+0051566.73,2
6392,"SYBIL O LUCCHESSI","OPERATOR",49,+0045074.74,9
6393,"MARILYN Z ALONZO","SALESREP",38,+0070078.38,1
6394,"MASATOSHI O SCOUTTEN","OPERATOR",44,+0055249.68,7
6395,"VINCENZO U PARKER","PRES    ",35,+0040481.04,2
6396,"KIYOSHI P JONES","OPERATOR",44,+0056479.27,6
6397,"ETHEL W SMITH","SALESREP",50,+0029516.52,5
6398,"GREG N YOSHIMURA","FIELDREP",26,+0020353.29,1
6399,"JOHN P BROWN","OPERATOR",29,+0024876.69,6
6400,"JOHN O STERN","OPERATOR",50,+0113690.33,6
6401,"EILEEN L LUTZ","FIELDREP",52,+0062141.15,2
6402,"JOHN N GEYER","FIELDREP",37,+0056662.26,9
